PRODUCE,COST PER POUND,POUNDS SOLD,TOTAL
Okra,2.26,15.100000000000001,34.13
Red onion,0.78,31.5,24.57
Orange,1.09,17.7,19.29
Lemon,1.29,13.5,17.42
Apricots,3.71,8.1,30.05
Lettuce,1.88,14.3,26.88
Avocados,3.23,7.800000000000001,25.19
Green cabbage,0.8,23.5,18.8
Avocados,3.23,34.800000000000004,112.4
Butternut squash,1.28,25.200000000000003,32.26
Cherries,9.5,17.1,162.45
Fava beans,2.69,15.700000000000001,42.23
Watermelon,0.66,37.7,24.88
Asparagus,2.49,12.600000000000001,31.37
Ginger,5.13,8.6,44.12
Butternut squash,1.28,37.9,48.51
Beets,1.51,24.1,36.39
Green cabbage,0.8,31,24.8
Strawberries,4.4,4.4,19.36
Green beans,2.52,3.2,8.06
Potatoes,0.86,1.3,1.12
Watermelon,0.66,27.5,18.15
Avocados,3.23,19.1,61.69
Okra,2.26,33.5,75.71
Green beans,2.52,7.5,18.9
Beets,1.51,25,37.75
Parsnips,2.27,2.6,5.9
Apples,1.88,20.8,39.1
Grapefruit,0.76,8.200000000000001,6.23
Green peppers,1.89,27.700000000000003,52.35
Potatoes,0.86,22,18.92
Green peppers,1.89,26.5,50.09
Celery,3.07,8.9,27.32
Cherries,9.5,26.400000000000002,250.8
Cucumber,1.07,35.2,37.66
Butternut squash,1.28,31.700000000000003,40.58
Yellow peppers,2.87,37.5,107.63
Red onion,0.78,39.300000000000004,30.65
Asparagus,2.49,5.800000000000001,14.44
Orange,1.09,25.5,27.8
Cucumber,1.07,31.700000000000003,33.92
Corn,1.07,2,2.14
Beets,1.51,34,51.34
Apples,1.88,10.700000000000001,20.12
Strawberries,4.4,26.8,117.92
Grapes,2.63,38.1,100.2
Celery,3.07,19.900000000000002,61.09
Kale,5.02,38.7,194.27
Apples,1.88,5.5,10.34
Fava beans,2.69,7.300000000000001,19.64
Yellow peppers,2.87,18.6,53.38
Parsnips,2.27,23.8,54.03
Celery,3.07,31.3,96.09
Spinach,4.12,22.8,93.94
Daikon,1.4,12.100000000000001,16.94
Daikon,1.4,34.800000000000004,48.72
Butternut squash,1.28,0.9,1.15
Fava beans,2.69,33,88.77
Cucumber,1.07,18.6,19.9
Tomatoes,3.16,18.400000000000002,58.14
Lemon,1.29,1.2000000000000002,1.55
Cherries,9.5,6.7,63.65
Kale,5.02,12.4,62.25
Red onion,0.78,34.9,27.22
Apples,1.88,37.800000000000004,71.06
Apples,1.88,4.9,9.21
Carrots,1.26,0.6000000000000001,0.76
Papaya,1.34,2.1,2.81
Lime,1.06,3.9000000000000004,4.13
Lime,1.06,24.5,25.97
Lime,1.06,40,42.4
Lime,1.06,5.2,5.51
Potatoes,0.86,14.4,12.38
Lime,1.06,11.4,12.08
Daikon,1.4,28.3,39.62
Spinach,4.12,11.600000000000001,47.79
Asparagus,2.49,33.5,83.42
Bok choy,1.42,34.2,48.56
Apricots,3.71,23.5,87.19
Grapefruit,0.76,14.700000000000001,11.17
Beets,1.51,8.9,13.44
Apricots,3.71,14.200000000000001,52.68
Daikon,1.4,34.800000000000004,48.72
Asparagus,2.49,12.3,30.63
Watermelon,0.66,25.5,16.83
Okra,2.26,30.400000000000002,68.7
Strawberries,4.4,1.6,7.04
Lime,1.06,18,19.08
Eggplant,2.32,27.900000000000002,64.73
Watermelon,0.66,11.200000000000001,7.39
Avocados,3.23,10.3,33.27
Green peppers,1.89,14.9,28.16
Celery,3.07,18.8,57.72
Red onion,0.78,30.6,23.87
Corn,1.07,36.1,38.63
Asparagus,2.49,21.700000000000003,54.03
Carrots,1.26,27.1,34.15
Daikon,1.4,8,11.2
Butternut squash,1.28,12.3,15.74
Potatoes,0.86,7.300000000000001,6.28
Okra,2.26,29,65.54
Fava beans,2.69,17.900000000000002,48.15
Red onion,0.78,38.300000000000004,29.87
Lettuce,1.88,28.400000000000002,53.39
Corn,1.07,3.2,3.42
Green cabbage,0.8,36.300000000000004,29.04
Butternut squash,1.28,4,5.12
Grapefruit,0.76,32.4,24.62
Cherries,9.5,10.9,103.55
Apricots,3.71,14.5,53.8
Lettuce,1.88,32.300000000000004,60.72
Ginger,5.13,20.200000000000003,103.63
Bananas,0.86,11.3,9.72
Apples,1.88,28.6,53.77
Apples,1.88,24.900000000000002,46.81
Parsnips,2.27,25.1,56.98
Grapes,2.63,28.6,75.22
Eggplant,2.32,38.800000000000004,90.02
Avocados,3.23,16.3,52.65
Carrots,1.26,9.8,12.35
Coconuts,1.18,6.6000000000000005,7.79
Grapefruit,0.76,19.700000000000003,14.97
Red onion,0.78,7.2,5.62
Green peppers,1.89,29.200000000000003,55.19
Butternut squash,1.28,10,12.8
Tomatoes,3.16,3.9000000000000004,12.32
Brussels sprouts,1.65,8.700000000000001,14.36
Strawberries,4.4,37.800000000000004,166.32
Avocados,3.23,36,116.28
Orange,1.09,11.600000000000001,12.64
Butternut squash,1.28,23.700000000000003,30.34
Strawberries,4.4,13.8,60.72
Brussels sprouts,1.65,15.8,26.07
Red onion,0.78,33.5,26.13
Tomatoes,3.16,25.700000000000003,81.21
Green beans,2.52,24.1,60.73
Spinach,4.12,22.8,93.94
Orange,1.09,1.5,1.64
Avocados,3.23,17.900000000000002,57.82
Yellow peppers,2.87,23.1,66.3
Fava beans,2.69,6.800000000000001,18.29
Asparagus,2.49,12.100000000000001,30.13
Cucumber,1.07,26.400000000000002,28.25
Eggplant,2.32,16.6,38.51
Lemon,1.29,27.400000000000002,35.35
Apples,1.88,34.1,64.11
Kale,5.02,13.3,66.77
Lemon,1.29,17.900000000000002,23.09
Red onion,0.78,30.900000000000002,24.1
Green cabbage,0.8,33.800000000000004,27.04
Green beans,2.52,7.1000000000000005,17.89
Ginger,5.13,8.4,43.09
Avocados,3.23,20.900000000000002,67.51
Spinach,4.12,9.8,40.38
Beets,1.51,30.8,46.51
Spinach,4.12,23.6,97.23
Brussels sprouts,1.65,24.5,40.43
Brussels sprouts,1.65,35.800000000000004,59.07
Garlic,1.19,19.3,22.97
Yellow peppers,2.87,16.3,46.78
Spinach,4.12,28,115.36
Corn,1.07,18.3,19.58
Eggplant,2.32,35.4,82.13
Red onion,0.78,32.1,25.04
Eggplant,2.32,27,62.64
Eggplant,2.32,35.2,81.66
Red onion,0.78,33.1,25.82
Tomatoes,3.16,14.600000000000001,46.14
Yellow peppers,2.87,8.200000000000001,23.53
Orange,1.09,29.900000000000002,32.59
Green beans,2.52,3.7,9.32
Cherries,9.5,13.700000000000001,130.15
Okra,2.26,10.9,24.63
Apples,1.88,4.1000000000000005,7.71
Tomatoes,3.16,39.800000000000004,125.77
Butternut squash,1.28,9.5,12.16
Watermelon,0.66,9.3,6.14
Cucumber,1.07,36.300000000000004,38.84
Red onion,0.78,14.600000000000001,11.39
Potatoes,0.86,23.1,19.87
Apricots,3.71,2.9000000000000004,10.76
Watermelon,0.66,38.7,25.54
Parsnips,2.27,14.5,32.92
Lettuce,1.88,32.9,61.85
Green cabbage,0.8,8.200000000000001,6.56
Daikon,1.4,19.6,27.44
Apricots,3.71,1.9000000000000001,7.05
Cucumber,1.07,29.900000000000002,31.99
Strawberries,4.4,12.600000000000001,55.44
Green cabbage,0.8,22.400000000000002,17.92
Carrots,1.26,36.800000000000004,46.37
Corn,1.07,33.9,36.27
Apples,1.88,33.7,63.36
Lettuce,1.88,5.7,10.72
Garlic,1.19,25.8,30.7
Papaya,1.34,5,6.7
Eggplant,2.32,17.1,39.67
Ginger,5.13,8.9,45.66
Coconuts,1.18,20.8,24.54
Grapes,2.63,21.5,56.55
Garlic,1.19,19.3,22.97
Lettuce,1.88,13.700000000000001,25.76
Watermelon,0.66,2.4000000000000004,1.58
Butternut squash,1.28,13.700000000000001,17.54
Apples,1.88,13.600000000000001,25.57
Okra,2.26,31.6,71.42
Apples,1.88,12.3,23.12
Butternut squash,1.28,12.3,15.74
Papaya,1.34,23.1,30.95
Daikon,1.4,24.200000000000003,33.88
Yellow peppers,2.87,39.6,113.65
Butternut squash,1.28,7.4,9.47
Green peppers,1.89,27.900000000000002,52.73
Tomatoes,3.16,3.9000000000000004,12.32
Beets,1.51,30,45.3
Cucumber,1.07,20.700000000000003,22.15
Kale,5.02,8,40.16
Carrots,1.26,14.5,18.27
Papaya,1.34,27.5,36.85
Yellow peppers,2.87,38.5,110.5
Coconuts,1.18,17.6,20.77
Lime,1.06,26.900000000000002,28.51
Cucumber,1.07,15.4,16.48
Green peppers,1.89,3.4000000000000004,6.43
Avocados,3.23,33.7,108.85
Orange,1.09,10.9,11.88
Green beans,2.52,20.6,51.91
Kale,5.02,25.900000000000002,130.02
Asparagus,2.49,20.700000000000003,51.54
Grapefruit,0.76,35.7,27.13
Lemon,1.29,26.6,34.31
Yellow peppers,2.87,29,83.23
Grapes,2.63,27.900000000000002,73.38
Beets,1.51,1,1.51
Celery,3.07,36.6,112.36
Orange,1.09,14.8,16.13
Apples,1.88,17.1,32.15
Beets,1.51,12.700000000000001,19.18
Butternut squash,1.28,17.2,22.02
Apples,1.88,31.200000000000003,58.66
Daikon,1.4,18.2,25.48
Green beans,2.52,13.700000000000001,34.52
Corn,1.07,38.5,41.2
Orange,1.09,21,22.89
Butternut squash,1.28,35.300000000000004,45.18
Daikon,1.4,8.6,12.04
Bok choy,1.42,7.4,10.51
Butternut squash,1.28,14.600000000000001,18.69
Parsnips,2.27,9.600000000000001,21.79
Grapes,2.63,10.5,27.62
Daikon,1.4,5,7
Brussels sprouts,1.65,30.900000000000002,50.99
Apples,1.88,8.700000000000001,16.36
Cherries,9.5,12.700000000000001,120.65
Carrots,1.26,31.5,39.69
Apples,1.88,11.700000000000001,22
Spinach,4.12,20.6,84.87
Tomatoes,3.16,10.200000000000001,32.23
Orange,1.09,12.100000000000001,13.19
Beets,1.51,27,40.77
Garlic,1.19,37.9,45.1
Green cabbage,0.8,0.5,0.4
Green cabbage,0.8,28,22.4
Green peppers,1.89,0.6000000000000001,1.13
Parsnips,2.27,4.6000000000000005,10.44
Garlic,1.19,38.400000000000006,45.7
Strawberries,4.4,5.4,23.76
Cucumber,1.07,5.800000000000001,6.21
Daikon,1.4,13.4,18.76
Cherries,9.5,6.800000000000001,64.6
Spinach,4.12,39.2,161.5
Eggplant,2.32,28.700000000000003,66.58
Butternut squash,1.28,9.700000000000001,12.42
Potatoes,0.86,29,24.94
Lettuce,1.88,33.7,63.36
Asparagus,2.49,0.5,1.25
Strawberries,4.4,17.2,75.68
Lettuce,1.88,2.7,5.08
Kale,5.02,22.200000000000003,111.44
Ginger,5.13,31.400000000000002,161.08
Corn,1.07,20.5,21.94
Coconuts,1.18,31.1,36.7
Strawberries,4.4,3.2,14.08
Tomatoes,3.16,19.200000000000003,60.67
Lettuce,1.88,1.6,3.01
Ginger,5.13,27.400000000000002,140.56
Brussels sprouts,1.65,10.600000000000001,17.49
Yellow peppers,2.87,13.8,39.61
Watermelon,0.66,16.2,10.69
Parsnips,2.27,36.1,81.95
Lettuce,1.88,5.2,9.78
Bananas,0.86,11,9.46
Cherries,9.5,27.400000000000002,260.3
Papaya,1.34,33.2,44.49
Okra,2.26,20.900000000000002,47.23
Green peppers,1.89,16.5,31.19
Kale,5.02,1.7000000000000002,8.53
Lettuce,1.88,14.200000000000001,26.7
Orange,1.09,21,22.89
Parsnips,2.27,13.100000000000001,29.74
Bananas,0.86,30.900000000000002,26.57
Celery,3.07,3.1,9.52
Apples,1.88,14,26.32
Avocados,3.23,25.3,81.72
Avocados,3.23,13.3,42.96
Green cabbage,0.8,23.3,18.64
Apples,1.88,10.3,19.36
Butternut squash,1.28,14.700000000000001,18.82
Celery,3.07,2.6,7.98
Avocados,3.23,1.3,4.2
Corn,1.07,3.2,3.42
Corn,1.07,22.1,23.65
Butternut squash,1.28,32.300000000000004,41.34
Apples,1.88,36,67.68
Cucumber,1.07,2.9000000000000004,3.1
Apricots,3.71,15.100000000000001,56.02
Kale,5.02,19.3,96.89
Orange,1.09,18.7,20.38
Bananas,0.86,14.600000000000001,12.56
Fava beans,2.69,33.800000000000004,90.92
Green beans,2.52,31.6,79.63
Orange,1.09,18.7,20.38
Bananas,0.86,21.700000000000003,18.66
Yellow peppers,2.87,28.8,82.66
Parsnips,2.27,13.9,31.55
Kale,5.02,2.8000000000000003,14.06
Watermelon,0.66,3,1.98
Grapefruit,0.76,0.6000000000000001,0.46
Avocados,3.23,5.4,17.44
Asparagus,2.49,16.6,41.33
Corn,1.07,16.400000000000002,17.55
Bananas,0.86,29.5,25.37
Carrots,1.26,9.200000000000001,11.59
Carrots,1.26,18.8,23.69
Eggplant,2.32,23,53.36
Lettuce,1.88,8.5,15.98
Parsnips,2.27,8.5,19.3
Beets,1.51,37.300000000000004,56.32
Eggplant,2.32,13.9,32.25
Parsnips,2.27,24,54.48
Okra,2.26,22,49.72
Kale,5.02,31.700000000000003,159.13
Green cabbage,0.8,29.1,23.28
Papaya,1.34,17.5,23.45
Eggplant,2.32,12.3,28.54
Orange,1.09,27.1,29.54
Potatoes,0.86,38.1,32.77
Lime,1.06,5,5.3
Okra,2.26,20.900000000000002,47.23
Orange,1.09,40,43.6
Papaya,1.34,36.800000000000004,49.31
Potatoes,0.86,31.5,27.09
Carrots,1.26,18.2,22.93
Orange,1.09,13.5,14.72
Orange,1.09,3.3000000000000003,3.6
Bananas,0.86,0.8,0.69
Lime,1.06,39.300000000000004,41.66
Kale,5.02,27.200000000000003,136.54
Green cabbage,0.8,37.1,29.68
Watermelon,0.66,26,17.16
Green cabbage,0.8,6.2,4.96
Green cabbage,0.8,28.3,22.64
Spinach,4.12,12.9,53.15
Apricots,3.71,11.700000000000001,43.41
Cherries,9.5,24.200000000000003,229.9
Beets,1.51,36.1,54.51
Green cabbage,0.8,38.900000000000006,31.12
Kale,5.02,5.4,27.11
Bok choy,1.42,17.6,24.99
Cherries,9.5,1.2000000000000002,11.4
Bananas,0.86,30.8,26.49
Papaya,1.34,17.2,23.05
Green peppers,1.89,12.4,23.44
Apples,1.88,3.3000000000000003,6.2
Orange,1.09,34.6,37.71
Corn,1.07,17.8,19.05
Lettuce,1.88,24.6,46.25
Grapefruit,0.76,5,3.8
Green beans,2.52,6.6000000000000005,16.63
Fava beans,2.69,3,8.07
Bananas,0.86,28.1,24.17
Green peppers,1.89,29.8,56.32
Celery,3.07,20.400000000000002,62.63
Butternut squash,1.28,18.2,23.3
Asparagus,2.49,20.6,51.29
Beets,1.51,31.1,46.96
Cucumber,1.07,9.600000000000001,10.27
Green beans,2.52,39.800000000000004,100.3
Avocados,3.23,35.800000000000004,115.63
Green peppers,1.89,25.1,47.44
Lime,1.06,31.6,33.5
Garlic,1.19,15.100000000000001,17.97
Green peppers,1.89,38,71.82
Beets,1.51,23.5,35.49
Bok choy,1.42,7.1000000000000005,10.08
Orange,1.09,32.300000000000004,35.21
Red onion,0.78,22.8,17.78
Green peppers,1.89,20.1,37.99
Bok choy,1.42,31,44.02
Garlic,1.19,39.6,47.12
Lettuce,1.88,21.900000000000002,41.17
Cherries,9.5,30.700000000000003,291.65
Green cabbage,0.8,1.4000000000000001,1.12
Celery,3.07,24.3,74.6
Papaya,1.34,6.6000000000000005,8.84
Coconuts,1.18,9.700000000000001,11.45
Potatoes,0.86,12.5,10.75
Cucumber,1.07,16.5,17.66
Ginger,5.13,34.9,179.04
Yellow peppers,2.87,11.700000000000001,33.58
Apples,1.88,1.1,2.07
Green beans,2.52,10.3,25.96
Lemon,1.29,19.900000000000002,25.67
Apricots,3.71,37.800000000000004,140.24
Tomatoes,3.16,6.5,20.54
Beets,1.51,18.1,27.33
Celery,3.07,38,116.66
Strawberries,4.4,34.5,151.8
Cherries,9.5,34.4,326.8
Red onion,0.78,32.7,25.51
Kale,5.02,22.8,114.46
Tomatoes,3.16,22.200000000000003,70.15
Lime,1.06,18.2,19.29
Daikon,1.4,14.600000000000001,20.44
Cherries,9.5,15.200000000000001,144.4
Green peppers,1.89,22.200000000000003,41.96
Tomatoes,3.16,10,31.6
Bok choy,1.42,37.9,53.82
Cherries,9.5,8.3,78.85
Avocados,3.23,7.5,24.23
Okra,2.26,17.1,38.65
Cherries,9.5,17.900000000000002,170.05
Fava beans,2.69,13.5,36.32
Strawberries,4.4,25.700000000000003,113.08
Cherries,9.5,39.300000000000004,373.35
Beets,1.51,22.1,33.37
Orange,1.09,14.3,15.59
Brussels sprouts,1.65,3.5,5.78
Cherries,9.5,20.6,195.7
Lime,1.06,35.1,37.21
Tomatoes,3.16,13,41.08
Grapes,2.63,19.3,50.76
Brussels sprouts,1.65,27.400000000000002,45.21
Apples,1.88,5.9,11.09
Beets,1.51,4.7,7.1
Avocados,3.23,1.3,4.2
Corn,1.07,8.4,8.99
Celery,3.07,32.6,100.08
Yellow peppers,2.87,5.6000000000000005,16.07
Asparagus,2.49,32.1,79.93
Green beans,2.52,28,70.56
Garlic,1.19,10.700000000000001,12.73
Bok choy,1.42,15.100000000000001,21.44
Green peppers,1.89,11.3,21.36
Garlic,1.19,15.5,18.45
Watermelon,0.66,5,3.3
Apples,1.88,20.1,37.79
Brussels sprouts,1.65,26.200000000000003,43.23
Kale,5.02,8.6,43.17
Red onion,0.78,7,5.46
Papaya,1.34,14.5,19.43
Orange,1.09,1.2000000000000002,1.31
Corn,1.07,10.3,11.02
Kale,5.02,16.900000000000002,84.84
Red onion,0.78,23.900000000000002,18.64
Asparagus,2.49,4.4,10.96
Apples,1.88,26.1,49.07
Eggplant,2.32,3.5,8.12
Strawberries,4.4,36,158.4
Apricots,3.71,10.9,40.44
Fava beans,2.69,37.9,101.95
Parsnips,2.27,21.3,48.35
Apples,1.88,10.3,19.36
Lettuce,1.88,26.200000000000003,49.26
Potatoes,0.86,7,6.02
Okra,2.26,21.8,49.27
Lime,1.06,36.9,39.11
Lettuce,1.88,19.6,36.85
Parsnips,2.27,30.3,68.78
Asparagus,2.49,3.4000000000000004,8.47
Spinach,4.12,2.6,10.71
Corn,1.07,27.200000000000003,29.1
Red onion,0.78,4.2,3.28
Parsnips,2.27,6.9,15.66
Red onion,0.78,25.5,19.89
Tomatoes,3.16,20.900000000000002,66.04
Green peppers,1.89,9.8,18.52
Corn,1.07,28.8,30.82
Okra,2.26,3.4000000000000004,7.68
Carrots,1.26,38.400000000000006,48.38
Coconuts,1.18,2.1,2.48
Garlic,1.19,2.7,3.21
Strawberries,4.4,27.6,121.44
Okra,2.26,4,9.04
Orange,1.09,33.300000000000004,36.3
Bananas,0.86,2,1.72
Bananas,0.86,36.1,31.05
Papaya,1.34,34.300000000000004,45.96
Fava beans,2.69,32.9,88.5
Apricots,3.71,2.2,8.16
Bananas,0.86,25.200000000000003,21.67
Asparagus,2.49,8.6,21.41
Parsnips,2.27,2.9000000000000004,6.58
Green beans,2.52,14,35.28
Potatoes,0.86,13.100000000000001,11.27
Spinach,4.12,26.5,109.18
Eggplant,2.32,13.200000000000001,30.62
Fava beans,2.69,11.4,30.67
Cucumber,1.07,27.6,29.53
Brussels sprouts,1.65,28.3,46.7
Bok choy,1.42,31.5,44.73
Papaya,1.34,32.4,43.42
Beets,1.51,37,55.87
Avocados,3.23,18.900000000000002,61.05
Grapefruit,0.76,37.7,28.65
Eggplant,2.32,7.300000000000001,16.94
Avocados,3.23,6,19.38
Strawberries,4.4,37,162.8
Yellow peppers,2.87,35.300000000000004,101.31
Green cabbage,0.8,11.700000000000001,9.36
Grapes,2.63,8.1,21.3
Lemon,1.29,26,33.54
Bok choy,1.42,14.100000000000001,20.02
Cherries,9.5,31.3,297.35
Butternut squash,1.28,18.8,24.06
Okra,2.26,24.700000000000003,55.82
Tomatoes,3.16,14,44.24
Brussels sprouts,1.65,14.9,24.59
Brussels sprouts,1.65,24.400000000000002,40.26
Celery,3.07,26.700000000000003,81.97
Red onion,0.78,26,20.28
Corn,1.07,5.7,6.1
Eggplant,2.32,15.100000000000001,35.03
Daikon,1.4,20.1,28.14
Bok choy,1.42,13.3,18.89
Lemon,1.29,38.300000000000004,49.41
Grapes,2.63,33,86.79
Fava beans,2.69,23.400000000000002,62.95
Apples,1.88,7.7,14.48
Eggplant,2.32,33.300000000000004,77.26
Lettuce,1.88,32.7,61.48
Strawberries,4.4,7.800000000000001,34.32
Beets,1.51,21.8,32.92
Apricots,3.71,35.2,130.59
Carrots,1.26,2.5,3.15
Daikon,1.4,35,49
Grapes,2.63,37.6,98.89
Yellow peppers,2.87,35.800000000000004,102.75
Butternut squash,1.28,16,20.48
Brussels sprouts,1.65,7.800000000000001,12.87
Potatoes,0.86,10.600000000000001,9.12
Eggplant,2.32,19.200000000000003,44.54
Bok choy,1.42,32.2,45.72
Grapes,2.63,16.7,43.92
Spinach,4.12,25.900000000000002,106.71
Cherries,9.5,38.6,366.7
Corn,1.07,11.8,12.63
Carrots,1.26,3.7,4.66
Kale,5.02,10.600000000000001,53.21
Corn,1.07,35.9,38.41
Coconuts,1.18,27.5,32.45
Grapes,2.63,23.6,62.07
Corn,1.07,26.700000000000003,28.57
Tomatoes,3.16,18.7,59.09
Cherries,9.5,0.5,4.75
Lettuce,1.88,22.6,42.49
Carrots,1.26,11.600000000000001,14.62
Lime,1.06,16,16.96
Orange,1.09,18.1,19.73
Cherries,9.5,18.900000000000002,179.55
Garlic,1.19,18.8,22.37
Brussels sprouts,1.65,12.200000000000001,20.13
Yellow peppers,2.87,7,20.09
Red onion,0.78,18.6,14.51
Orange,1.09,32.4,35.32
Beets,1.51,8.200000000000001,12.38
Grapes,2.63,28.6,75.22
Tomatoes,3.16,29.900000000000002,94.48
Fava beans,2.69,34.800000000000004,93.61
Green beans,2.52,2.8000000000000003,7.06
Asparagus,2.49,33.5,83.42
Asparagus,2.49,8.8,21.91
Grapefruit,0.76,30.1,22.88
Grapefruit,0.76,37.7,28.65
Apricots,3.71,28.900000000000002,107.22
Daikon,1.4,19.1,26.74
Fava beans,2.69,34.4,92.54
Watermelon,0.66,10.100000000000001,6.67
Parsnips,2.27,3.1,7.04
Asparagus,2.49,28.400000000000002,70.72
Eggplant,2.32,34.2,79.34
Carrots,1.26,26.700000000000003,33.64
Garlic,1.19,24.5,29.16
Corn,1.07,32.2,34.45
Avocados,3.23,4.7,15.18
Daikon,1.4,39.400000000000006,55.16
Apricots,3.71,10,37.1
Orange,1.09,36.7,40
Strawberries,4.4,32.4,142.56
Green beans,2.52,25.6,64.51
Butternut squash,1.28,25,32
Avocados,3.23,17.1,55.23
Fava beans,2.69,28.8,77.47
Fava beans,2.69,29.700000000000003,79.89
Parsnips,2.27,4.4,9.99
Green beans,2.52,20.5,51.66
Tomatoes,3.16,8.6,27.18
Watermelon,0.66,37.5,24.75
Brussels sprouts,1.65,11.700000000000001,19.31
Bananas,0.86,8,6.88
Lettuce,1.88,35.6,66.93
Corn,1.07,5.1000000000000005,5.46
Daikon,1.4,28.700000000000003,40.18
Brussels sprouts,1.65,17,28.05
Lime,1.06,19.8,20.99
Bok choy,1.42,12.5,17.75
Asparagus,2.49,4.1000000000000005,10.21
Garlic,1.19,35.4,42.13
Lemon,1.29,20.5,26.45
Red onion,0.78,24.5,19.11
Beets,1.51,32.300000000000004,48.77
Daikon,1.4,8.5,11.9
Green peppers,1.89,22.1,41.77
Apples,1.88,27.400000000000002,51.51
Brussels sprouts,1.65,22.5,37.13
Parsnips,2.27,21,47.67
Yellow peppers,2.87,1.1,3.16
Spinach,4.12,21.8,89.82
Carrots,1.26,37.6,47.38
Coconuts,1.18,23,27.14
Eggplant,2.32,15.9,36.89
Brussels sprouts,1.65,4.6000000000000005,7.59
Cucumber,1.07,11.700000000000001,12.52
Apples,1.88,21.200000000000003,39.86
Butternut squash,1.28,14.8,18.94
Red onion,0.78,34.6,26.99
Celery,3.07,35.4,108.68
Yellow peppers,2.87,5,14.35
Potatoes,0.86,12.3,10.58
Carrots,1.26,21.900000000000002,27.59
Papaya,1.34,31.6,42.34
Grapes,2.63,2.5,6.58
Green beans,2.52,36.1,90.97
Garlic,1.19,14,16.66
Fava beans,2.69,30.3,81.51
Daikon,1.4,15.700000000000001,21.98
Parsnips,2.27,22.5,51.08
Papaya,1.34,5.4,7.24
Parsnips,2.27,32.1,72.87
Apples,1.88,29.3,55.08
Ginger,5.13,12.200000000000001,62.59
Brussels sprouts,1.65,26.5,43.73
Red onion,0.78,25.200000000000003,19.66
Lettuce,1.88,1.9000000000000001,3.57
Beets,1.51,18.8,28.39
Daikon,1.4,1.8,2.52
Corn,1.07,39.2,41.94
Green cabbage,0.8,29.6,23.68
Parsnips,2.27,38.7,87.85
Bok choy,1.42,4.6000000000000005,6.53
Eggplant,2.32,2.9000000000000004,6.73
Kale,5.02,12.5,62.75
Eggplant,2.32,31.700000000000003,73.54
Cucumber,1.07,35.2,37.66
Grapefruit,0.76,10.4,7.9
Potatoes,0.86,31.3,26.92
Parsnips,2.27,14.9,33.82
Daikon,1.4,30.3,42.42
Green beans,2.52,29.5,74.34
Watermelon,0.66,13.100000000000001,8.65
Papaya,1.34,31,41.54
Garlic,1.19,4.1000000000000005,4.88
Avocados,3.23,6.300000000000001,20.35
Fava beans,2.69,11.200000000000001,30.13
Tomatoes,3.16,17.900000000000002,56.56
Kale,5.02,10.700000000000001,53.71
Green peppers,1.89,13.200000000000001,24.95
Lime,1.06,28.8,30.53
Avocados,3.23,36.7,118.54
Papaya,1.34,15.5,20.77
Coconuts,1.18,29.200000000000003,34.46
Red onion,0.78,3.3000000000000003,2.57
Daikon,1.4,31.900000000000002,44.66
Coconuts,1.18,29.700000000000003,35.05
Garlic,1.19,4.3,5.12
Eggplant,2.32,14.4,33.41
Ginger,5.13,12.8,65.66
Ginger,5.13,4.4,22.57
Green beans,2.52,27,68.04
Grapefruit,0.76,13.3,10.11
Lime,1.06,8.9,9.43
Strawberries,4.4,17.8,78.32
Kale,5.02,9.600000000000001,48.19
Ginger,5.13,23.8,122.09
Potatoes,0.86,20.900000000000002,17.97
Corn,1.07,10.700000000000001,11.45
Fava beans,2.69,1.2000000000000002,3.23
Kale,5.02,32.6,163.65
Lettuce,1.88,21.900000000000002,41.17
Papaya,1.34,36.5,48.91
Coconuts,1.18,18.7,22.07
Fava beans,2.69,37.2,100.07
Red onion,0.78,6.800000000000001,5.3
Green beans,2.52,14.200000000000001,35.78
Corn,1.07,34.5,36.92
Brussels sprouts,1.65,6.2,10.23
Orange,1.09,27.6,30.08
Red onion,0.78,2.3000000000000003,1.79
Green cabbage,0.8,21.1,16.88
Okra,2.26,26.700000000000003,60.34
Bok choy,1.42,39.1,55.52
Eggplant,2.32,35.7,82.82
Green cabbage,0.8,14.5,11.6
Brussels sprouts,1.65,11.700000000000001,19.31
Cucumber,1.07,3.7,3.96
Tomatoes,3.16,28.200000000000003,89.11
Bok choy,1.42,14,19.88
Cherries,9.5,33.7,320.15
Ginger,5.13,32.2,165.19
Lettuce,1.88,29.8,56.02
Avocados,3.23,37.1,119.83
Corn,1.07,18.400000000000002,19.69
Parsnips,2.27,1.4000000000000001,3.18
Bananas,0.86,19.900000000000002,17.11
Apples,1.88,38.1,71.63
Bok choy,1.42,17,24.14
Watermelon,0.66,36.5,24.09
Garlic,1.19,0.7000000000000001,0.83
Daikon,1.4,5.300000000000001,7.42
Apples,1.88,7.800000000000001,14.66
Bananas,0.86,25,21.5
Celery,3.07,6.4,19.65
Cucumber,1.07,31.1,33.28
Green beans,2.52,11.100000000000001,27.97
Apricots,3.71,37.1,137.64
